Voltage__quantile__q_0.1,Current__fourier_entropy__bins_3,Current__fourier_entropy__bins_5,Current__fourier_entropy__bins_10,Current__fourier_entropy__bins_100,Current__permutation_entropy__dimension_4__tau_1,Current__permutation_entropy__dimension_5__tau_1,Current__permutation_entropy__dimension_6__tau_1,Current__mean_n_absolute_max__number_of_maxima_7,Voltage__median,Current__sum_values,Audio__standard_deviation,Audio__root_mean_square,Current__median
18.262953,0.09072899366212879,0.13600216966487969,0.27348880047068863,0.9606186236134712,2.969829975032362,4.380792563350306,5.899784458304097,34.48784371428571,18.492905,1616939.3247159994,0.43631201702702105,1.8076842097987034,5.724588
18.492905,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.6731558836864299,2.846235007680413,4.170717190527011,5.577677333322167,35.52369742857143,19.303783,1602745.4570659997,0.6211029426619563,1.862802353784804,1.110331
18.565519,0.07998252574647073,0.07998252574647073,0.12525570174922163,0.6124899918802686,2.610932997952241,3.7581498834235165,4.945279437192232,17.223612,19.291681,1052426.3768250002,0.25821211739296906,1.7728653851957148,0.670878
18.686546,0.09072899366212879,0.13600216966487969,0.21561698966287776,0.5787359044098703,2.7504875439194025,3.9947811306724073,5.301823879157287,20.069593857142856,19.412708,996525.106434,0.21313489927868978,1.7668021062811647,0.670878
18.420288,0.07998252574647073,0.07998252574647073,0.13600216966487969,0.7212711435804454,2.6575077693080718,3.8480552003075026,5.096071011658532,37.63725757142857,19.267475,1783729.8440529995,0.3381828109550529,1.78646095907922,0.890604
18.577623,0.07998252574647073,0.07998252574647073,0.17046735378874556,0.5904604555137437,2.602636032282776,3.744760017509755,4.926007759445249,18.259465714285714,19.267475,1252701.110935,0.2797211027459809,1.7761342805424654,0.670878
18.311363,0.09072899366212879,0.09072899366212879,0.13600216966487969,0.5761018108161432,2.641266623374289,3.8244984917562475,5.064849853181868,37.804668,19.182756,1346096.199012,0.37264618386784143,1.7931707067271845,1.183573
18.505007,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.5612991557395197,2.6846778729194307,3.8883975844151024,5.149679120937555,15.277462142857143,19.231169,1010567.3302410005,0.46404493676429714,1.8149463129380479,0.670878
18.43239,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.6134000747403965,2.8281978351205512,4.139815598850345,5.5335119754863715,32.58354671428571,19.206963,1499589.3818410006,0.3693136659317039,1.7924729750450128,0.890604
18.444492,0.07998252574647073,0.12525570174922163,0.2351549862381715,1.0997557060783942,2.9827334186614927,4.397877452438316,5.918386428855722,35.011002142857144,18.638136,1797758.0762099992,0.4596691257442453,1.8134385935426776,4.332987
18.287159,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.5228848715670301,2.768556828781935,4.035339716352221,5.37265581656289,37.804668,19.231169,1114440.413465,0.35567745062401424,1.789638742960442,0.670878
18.468699,0.09072899366212879,0.12525570174922163,0.21561698966287776,0.5761018108161433,2.796777416451013,4.076306031897106,5.425342232062646,14.953103857142859,19.243271,853166.9735500001,0.27771364984898655,1.7756487754543324,0.670878
18.468699,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.4976455220685169,2.5472924294426686,3.659752649262667,4.810352674150775,31.81973342857143,19.158552,1385796.061624,0.26550685946358343,1.7740457456590608,0.817362
18.226645,0.07998252574647073,0.09072899366212879,0.2540933576978907,0.9575610501528238,2.960886337809982,4.364066641967341,5.87523000884978,33.16948457142856,18.444492,1969598.7130240004,0.4546969972746105,1.8121850848999443,5.065409
17.911976,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.6904538334007098,2.7661621621155925,4.0324560488567,5.373956486105001,37.804668,19.182756,1533400.5157940001,0.39235449789965393,1.797653188199583,0.74412
18.154028,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.654791869653917,2.774526863318014,4.047708414128011,5.398266570250158,31.75695457142857,18.795471,1826859.7547109998,0.3978657545596299,1.798858777194495,3.600565
18.287159,0.07998252574647073,0.09072899366212879,0.2540933576978907,0.9072431968192444,2.970592180187179,4.384682411186118,5.906569380110694,33.54615828571429,18.480801,1153233.1587360005,0.3969253058338711,1.7985985935511406,4.552713
18.226645,0.09072899366212879,0.13600216966487969,0.27348880047068863,0.9958739228414074,2.9803362051154165,4.390977961437117,5.907838820804701,36.31889828571428,18.492905,2361299.95748,0.43947637888375723,1.808450334619247,4.479471
17.790949,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.8135011130987149,2.8739660343782383,4.222818831709669,5.667332514225146,32.91836828571429,18.686546,1370528.5608609999,0.42682408136928407,1.80520179617508,3.966776
18.166132,0.07998252574647073,0.12525570174922163,0.2351549862381715,1.0207476463424092,2.98365382342337,4.396292320275485,5.913411325205017,34.42506457142857,18.480801,2161205.105112001,0.44843563768831407,1.810546201323172,4.552713
18.456596,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.5687426821883412,2.711629335859352,3.928663565247273,5.194830140844051,17.68399128571428,19.134346,857023.2695670001,0.30334331532993974,1.7799993304744266,0.670878
18.20244,0.12525570174922163,0.15972088587308753,0.29092554914103935,1.1297375699245744,2.994856404838372,4.430005814917391,5.9801153992375475,37.804668,18.43239,1102822.3778960002,0.4346573622201699,1.8072278815618736,4.77244
18.008797,0.09072899366212879,0.13600216966487969,0.18121382170440362,0.7941056703259168,2.9903365123216057,4.414548270714953,5.950975987201035,37.804668,18.359774,1604123.528073,0.4659335196449614,1.8148510306230474,5.138651
18.468699,0.09072899366212879,0.17046735378874556,0.18121382170440362,0.6394857982678871,2.848216679995682,4.175768731640362,5.583343520037301,18.939571714285712,19.146448,707315.5738470001,0.27139653025928867,1.7747348828797882,0.524393
18.250851,0.07998252574647073,0.12525570174922163,0.2351549862381715,1.0503112865433144,2.9765456975785822,4.384003719131504,5.896201741357929,31.23379585714286,18.420288,2527300.4400380007,0.4407390122745269,1.8085132668682289,4.699198
18.020899,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.8784075190797739,2.9960143027660724,4.422731135439475,5.960794379816613,37.81513128571429,18.359774,1700139.0850320002,0.5200089969204312,1.8298597774136038,4.992167
17.996695,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.5579962142726832,2.6564071775690543,3.8420919238412856,5.086984288353509,35.56555014285714,18.989115,1450766.8358080003,0.3425804470990503,1.7869238702500747,0.670878
17.996695,0.12525570174922163,0.2008143345862542,0.2949817363020048,1.1248551540825031,2.9945560842372787,4.420557855579114,5.958389982476342,37.85698442857142,18.335569,1684444.0057730004,0.4677628227450905,1.81553697055826,5.065409
18.43239,0.09072899366212879,0.12525570174922163,0.21561698966287776,0.5864042683527781,2.838741542933884,4.15598031411062,5.551738698353573,14.785693285714288,19.122244,595190.2911580001,0.2923746903635226,1.7779878862179683,0.670878
18.190336,0.09072899366212879,0.12525570174922163,0.18121382170440362,0.5167311913475465,2.694884197031227,3.8940184753679796,5.138798099786229,15.873863,19.013319,1352086.1636739997,0.36438370946087323,1.7914004556076537,0.670878
18.250851,0.09072899366212879,0.12525570174922163,0.21561698966287776,0.5612991557395197,2.739527862480017,3.9627456939882797,5.237374009370433,15.811083857142858,19.013319,1672205.6305370007,0.3332812062520705,1.7852572282195762,0.670878
18.178234,0.09072899366212879,0.09072899366212879,0.2540933576978907,1.0511527547314872,2.967792110773077,4.373506498313898,5.885681578226896,35.324897428571425,18.371878,2038446.2393420006,0.47083488580148997,1.816309106700488,4.699198
18.311363,0.09072899366212879,0.09072899366212879,0.22846470548347894,0.9083575362337543,2.9519441997438625,4.3400903720047825,5.8254923967118275,30.417668714285714,18.456596,2207406.689572,0.4694553362164255,1.8158868763761666,4.11326
18.081413,0.04539477814685819,0.12525570174922163,0.17046735378874556,0.4895331477465859,2.6443384964003087,3.8117559040159184,5.022276372910089,16.281926571428574,18.952806,1278058.7323790002,0.37382761363668293,1.793215546648596,0.670878
18.299261,0.09072899366212879,0.15566469871212202,0.2499576413147951,0.639485798267887,2.8726211730145987,4.208664107491697,5.6260247663986975,18.83493985714286,19.061729,737280.5099099999,0.2778531083198855,1.7755425675943097,0.524393
17.984591,0.09072899366212879,0.12525570174922163,0.17046735378874556,0.7885727139673758,3.000977397175112,4.437615233312009,5.989218968484064,37.804668,18.287159,1575089.0680809994,0.4877034759493431,1.8206940753147451,5.065409
18.396082,0.12525570174922163,0.12525570174922163,0.20487052174721973,0.5827920915708359,2.820615279440088,4.116016769930427,5.483774337605009,15.737841714285716,19.049627,717049.3247439999,0.30126074645250056,1.779476614053793,0.670878
18.154028,0.07998252574647073,0.12525570174922163,0.2351549862381715,1.0627046855202973,2.977013015790578,4.3881517789328015,5.905588171821259,33.72403228571428,18.311363,2313543.520577001,0.48635855308433495,1.8206961485209645,4.77244
18.154028,0.09072899366212879,0.13600216966487969,0.21561698966287776,0.53153384642417,2.701660343227751,3.90067098842422,5.139461822518424,19.630140714285712,18.940702,1375129.5496870002,0.4042333256608053,1.8002211386381348,0.670878
18.069309,0.07998252574647073,0.07998252574647073,0.09072899366212879,0.5398062199082035,2.6545222966236564,3.8336529976625373,5.055800873877271,18.05020214285714,19.001217,811148.44822,0.2823274841866712,1.7760422574339652,0.670878
17.863564,0.09072899366212879,0.13600216966487969,0.21561698966287776,0.850536065534888,2.991897675692106,4.429954224791933,5.984603103642218,37.81513128571429,18.299261,968244.91365,0.3820210224617014,1.7947634048032626,4.992167
17.984591,0.07998252574647073,0.12525570174922163,0.2627423325550306,1.0403262566569516,2.9680457949072423,4.379184770911397,5.898080976162978,32.15455671428571,18.275055,2039819.2492520006,0.43542146056438846,1.8071173789740629,5.065409
17.464176,0.12525570174922163,0.18121382170440362,0.2607041092304532,1.1058733944583363,2.98740018415711,4.413045026759262,5.9508340233321375,37.81513128571429,18.154028,1595120.351154,0.4876860232400805,1.8206349216785747,5.871073
17.742537,0.12525570174922163,0.20487052174721973,0.2949817363020048,1.1582696790074036,2.998347357380457,4.429086138450829,5.9719812672308725,37.846521142857135,18.045105,1555832.2101969996,0.43163561161484904,1.805592867984425,5.285135
17.573099,0.09072899366212879,0.09072899366212879,0.13600216966487969,0.6319900671954541,2.687297599541779,3.897578183994486,5.16625640488124,34.19487485714286,18.783369,1145412.7121580003,0.6770485977260527,1.8823330485440448,0.74412
17.899872,0.07998252574647073,0.17046735378874556,0.30770288635543086,1.1873159109639593,3.0026736306994217,4.443583713265938,5.998665969063823,37.82559457142857,18.359774,1081324.8222420001,0.42011395496845844,1.8032395382546114,4.406229
17.343149,0.09072899366212879,0.09072899366212879,0.22846470548347894,0.8362527640409605,2.989695981059531,4.4249692530036535,5.975701081287408,37.81513128571429,18.081413,1174075.6941190003,0.48815246551053876,1.8209353184492605,5.797831
17.415766,0.09072899366212879,0.09072899366212879,0.2008143345862542,0.7346082603324083,2.9068730431662484,4.283250686352421,5.76280442397176,36.27704542857143,18.892292,1195395.2065729997,0.40447648066376485,1.7996597510757422,0.817362
17.452072,0.04539477814685819,0.12525570174922163,0.17046735378874556,0.5756578004371201,2.8244393433492263,4.135206506322596,5.529964942384428,35.492307857142855,18.88019,1196419.136411,0.3965524553645379,1.7980549770916896,0.74412
17.718332,0.09072899366212879,0.09072899366212879,0.17046735378874556,0.5668700266239094,2.805663135628871,4.111065654928595,5.495586369310269,35.68064514285714,18.795471,727669.6793680002,0.315377127778928,1.7814707418137432,0.670878
17.718332,0.09072899366212879,0.13600216966487969,0.18121382170440362,0.8150073299916869,3.010191376027619,4.468270749624564,6.047054305487425,37.82559457142857,18.952806,843682.020228,0.3941614508111049,1.7973546208417377,0.74412
17.234224,0.12525570174922163,0.21561698966287776,0.32513963502578147,1.2609953468048924,2.991587557674952,4.427720003855701,5.978513577633893,37.846521142857135,18.033003,1076583.442728,0.4398574201902499,1.8082791524676913,5.358377
17.306841,0.09072899366212879,0.09072899366212879,0.22846470548347894,0.9191040041494124,2.993238583736725,4.439030238833319,6.003067320692679,37.81513128571429,18.868088,783869.362494,0.3529746419549853,1.7882688259702162,0.74412
17.415766,0.09072899366212879,0.09072899366212879,0.22846470548347894,0.8638745100676131,2.992265494853666,4.436427075082084,5.997789250576051,37.82559457142857,18.771265,774329.2179569999,0.36756004143110294,1.7911712838150684,0.74412
